loan_id,customer_id,loan_type,principal_amount,interest_rate,loan_status,start_date,end_date
703066,5425,Personal,496249.02,13.57,Active,2015-01-18,2021-06-19
703067,7040,Personal,1851735.53,14.95,Active,2015-05-15,2017-08-31
703068,7755,Personal,85884.0,27.67,Active,2022-03-22,2027-11-23
703069,8442,Personal,820042.1,20.36,Active,2016-02-13,2020-12-29
703070,4345,Personal,223577.1,19.87,Active,2021-11-03,2026-03-21
703071,9905,Personal,218130.48,22.25,Active,2015-06-19,2022-04-06
703072,644,SME,912848.68,19.48,Closed,2016-08-15,2019-01-13
703073,7411,Mortgage,323504.0,27.49,Active,2017-02-18,2023-02-01
703074,6801,SME,449903.42,16.89,Closed,2019-05-12,2022-06-01
703075,3563,Personal,227655.78,13.18,Active,2021-12-31,2024-08-22
703076,8154,Personal,897536.61,17.9,Defaulted,2018-09-17,2021-01-22
703077,8416,Personal,1020430.9,22.29,Defaulted,2016-03-15,2021-05-17
703078,52,SME,674148.13,23.87,Defaulted,2017-11-15,2020-09-22
703079,2259,Personal,495357.54,12.64,Active,2017-12-21,2024-02-21
703080,4474,SME,272282.28,16.12,Defaulted,2018-08-03,2023-04-03
703081,1032,SME,1306462.42,25.21,Active,2019-08-25,2025-07-16
703082,9444,Personal,336510.67,19.94,Active,2021-09-03,2026-05-09
703083,3070,Mortgage,270027.21,26.67,Active,2015-08-25,2020-07-15
703084,9681,Personal,438914.61,20.08,Active,2016-04-15,2019-12-23
703085,3932,Mortgage,245152.45,16.82,Active,2017-11-02,2022-02-21
703086,3104,Personal,755578.8,16.48,Closed,2022-12-10,2026-02-12
703087,6508,SME,242867.33,15.35,Active,2016-07-01,2020-06-15
703088,6861,Personal,306819.44,15.56,Closed,2016-02-14,2020-01-02
703089,8652,Mortgage,434782.64,26.13,Closed,2021-02-24,2022-10-13
703090,3526,SME,1545709.72,19.61,Active,2015-05-01,2018-11-06
703091,3106,Personal,1156794.43,17.01,Active,2016-07-29,2017-10-29
703092,8111,Personal,1220039.59,23.44,Defaulted,2021-10-25,2025-09-15
703093,9598,Personal,231640.06,12.75,Active,2022-03-02,2024-04-20
703094,5188,Personal,2507959.39,23.84,Active,2019-12-03,2024-11-24
703095,8176,SME,595044.31,20.62,Active,2015-12-24,2018-09-12
703096,1218,Personal,79194.36,22.79,Defaulted,2016-08-27,2020-03-12
703097,2140,Mortgage,431061.35,15.76,Active,2016-02-22,2019-06-27
703098,7020,Personal,176235.65,20.28,Active,2020-10-03,2021-10-07
703099,209,Personal,301016.29,23.88,Closed,2018-09-14,2020-12-21
703100,9677,SME,173348.63,16.85,Closed,2022-07-30,2027-02-14
703101,2961,Personal,531652.36,18.92,Closed,2022-05-02,2024-03-31
703102,264,Personal,535877.92,15.66,Active,2016-10-15,2019-05-24
703103,7377,Personal,1059090.19,25.23,Closed,2022-08-12,2028-05-06
703104,329,SME,291449.26,27.75,Defaulted,2018-03-26,2020-04-13
703105,5546,SME,674422.33,20.71,Closed,2021-11-05,2023-06-20
703106,5864,Personal,651067.75,14.16,Active,2017-11-22,2021-12-25
703107,1019,SME,248810.23,13.95,Active,2022-09-08,2026-07-23
703108,3968,SME,399637.36,20.19,Active,2022-06-07,2027-01-24
703109,4144,Personal,316358.19,15.49,Active,2022-09-25,2028-12-23
703110,2601,Personal,411575.68,17.7,Active,2022-02-27,2027-04-01
703111,398,Personal,322395.26,20.99,Active,2019-02-26,2022-12-07
703112,3237,Personal,305828.59,13.81,Active,2016-05-11,2017-11-20
703113,2596,SME,942609.69,21.27,Active,2020-12-30,2023-07-03
703114,6525,Mortgage,292720.66,14.79,Closed,2022-01-07,2027-12-23
703115,1922,Mortgage,159612.13,12.76,Active,2019-05-26,2025-03-20
703116,7984,Personal,517772.39,20.85,Closed,2019-09-20,2024-12-19
703117,8533,Personal,2010545.91,14.07,Active,2023-02-15,2024-12-30
703118,9548,Mortgage,1598030.34,12.79,Closed,2017-12-23,2023-02-05
703119,4821,Mortgage,703415.46,13.55,Active,2022-12-11,2026-04-13
703120,4370,Personal,1106186.3,27.6,Active,2016-11-11,2022-07-29
703121,1304,Personal,143261.53,25.86,Active,2016-09-03,2020-11-11
703122,7111,Personal,1534346.79,26.96,Active,2017-12-23,2022-07-11
703123,3481,Personal,241225.15,19.29,Active,2016-06-24,2019-06-09
703124,7353,Personal,137554.7,19.72,Active,2018-07-03,2025-05-01
703125,8657,SME,231998.59,20.49,Closed,2021-10-25,2026-06-13
703126,4094,Personal,250028.07,15.64,Active,2016-03-14,2019-09-01
703127,4542,Mortgage,862936.88,19.28,Active,2020-12-09,2024-04-27
703128,4,Personal,330758.99,12.61,Defaulted,2022-10-10,2027-11-06
703129,3080,Personal,1587890.79,15.73,Active,2022-02-10,2025-01-27
703130,4646,Mortgage,291405.33,19.52,Closed,2017-10-08,2021-11-18
703131,5124,SME,742256.41,26.88,Active,2016-12-04,2018-04-25
703132,5391,SME,836422.08,27.97,Active,2018-11-24,2022-11-29
703133,1438,SME,226020.67,20.7,Active,2015-07-28,2018-12-03
703134,3972,Personal,417044.33,14.88,Active,2021-11-30,2027-03-17
703135,5499,Personal,890657.82,19.57,Active,2023-02-08,2025-02-02
703136,3200,SME,324024.83,15.28,Active,2019-11-25,2022-12-20
703137,3066,Personal,204924.42,12.93,Active,2022-06-22,2027-10-04
703138,5190,SME,178620.7,18.57,Defaulted,2021-02-20,2023-04-06
703139,7705,Mortgage,364134.11,16.16,Closed,2018-12-28,2025-08-25
703140,7979,Personal,221289.77,25.23,Closed,2021-04-18,2023-06-02
703141,5488,Mortgage,104916.49,21.01,Defaulted,2017-12-30,2020-12-11
703142,2748,SME,109261.34,12.47,Closed,2016-07-07,2021-11-27
703143,5706,Personal,791630.21,21.52,Active,2018-05-08,2021-09-18
703144,7735,Mortgage,260165.17,24.94,Active,2016-02-03,2020-07-15
703145,7918,Mortgage,209107.2,19.4,Active,2019-01-20,2025-04-27
703146,4737,Personal,127122.27,19.67,Active,2017-09-10,2022-02-14
703147,7801,Personal,1229225.92,12.56,Closed,2015-08-08,2017-02-06
703148,1460,Personal,2413499.27,19.47,Active,2017-11-02,2021-08-31
703149,5004,Mortgage,476496.29,24.66,Active,2021-01-17,2026-03-16
703150,1459,Mortgage,377815.59,18.44,Active,2017-02-01,2020-10-26
703151,4490,Mortgage,226314.84,23.26,Active,2016-08-10,2019-03-21
703152,8667,SME,82032.62,17.72,Active,2019-10-21,2026-02-06
703153,5659,SME,1534674.18,16.33,Active,2019-02-25,2022-03-29
703154,7365,Mortgage,538909.17,25.81,Active,2015-10-03,2018-04-13
703155,6866,Personal,1770745.23,22.68,Active,2021-12-23,2024-12-15
703156,2689,SME,613180.66,23.04,Active,2020-11-27,2022-09-16
703157,2532,Mortgage,245348.31,26.66,Active,2017-12-26,2022-08-06
703158,1547,Personal,1215538.31,12.76,Active,2017-01-31,2021-01-27
703159,9855,Personal,350034.66,14.63,Closed,2018-01-26,2022-03-29
703160,6950,SME,173700.31,14.64,Closed,2019-08-11,2021-03-10
703161,728,Personal,197862.69,24.93,Closed,2022-08-02,2026-09-23
703162,9676,Personal,255462.08,18.26,Active,2015-10-18,2021-03-04
703163,2281,SME,288964.58,26.15,Closed,2015-01-11,2021-11-14
703164,4238,Personal,4927253.72,23.75,Active,2019-10-27,2022-09-12
703165,4388,Personal,562800.43,20.96,Closed,2018-09-12,2020-05-30
703166,8931,SME,944881.88,16.9,Closed,2016-07-09,2017-09-29
703167,5772,Personal,284575.71,18.66,Active,2022-10-12,2025-01-21
703168,5820,SME,686242.44,13.21,Active,2016-03-21,2019-06-12
703169,5464,Mortgage,206032.01,25.17,Closed,2016-11-25,2018-03-29
703170,4336,Personal,1220554.26,12.91,Active,2022-01-31,2027-03-02
703171,493,Personal,60527.88,16.65,Active,2023-01-11,2025-09-02
703172,3358,Mortgage,1234166.57,24.43,Closed,2016-12-01,2022-11-24
703173,697,Personal,183563.43,14.83,Active,2016-11-20,2019-12-31
703174,2655,Mortgage,556266.28,17.69,Active,2020-07-14,2026-08-13
703175,7117,SME,614224.63,16.97,Active,2015-02-09,2021-01-01
703176,2421,SME,342166.29,13.31,Active,2016-04-10,2018-06-03
703177,8568,Mortgage,1950513.68,18.98,Closed,2023-02-11,2025-07-26
703178,4810,Mortgage,447321.43,15.9,Active,2018-07-01,2023-03-07
703179,1766,Mortgage,21500.08,19.43,Active,2021-12-11,2026-10-14
703180,4244,SME,1643784.27,27.36,Active,2021-04-24,2025-01-20
703181,7311,SME,77152.6,26.09,Active,2016-06-11,2023-03-18
703182,9502,Personal,654448.45,14.89,Closed,2019-09-26,2023-11-06
703183,4122,SME,2231087.0,21.41,Closed,2018-12-23,2024-08-25
703184,7701,Personal,160359.92,25.78,Closed,2020-01-27,2022-03-16
703185,6496,SME,775379.33,22.25,Active,2020-07-23,2026-06-23
703186,7190,SME,714659.76,15.22,Active,2016-04-18,2021-04-22
703187,1999,Mortgage,176745.99,15.57,Active,2017-08-24,2024-04-28
703188,4709,Personal,1193224.83,25.18,Closed,2020-02-14,2024-08-14
703189,4512,Personal,1463523.87,17.0,Closed,2020-04-29,2021-07-25
703190,8304,SME,346383.51,14.96,Active,2023-01-05,2026-02-23
703191,166,Mortgage,115944.31,21.43,Active,2016-01-30,2017-04-06
703192,1249,Personal,622424.01,17.77,Active,2019-09-07,2024-07-04
703193,1627,SME,365082.36,20.89,Active,2019-04-03,2022-12-29
703194,8260,Personal,1021256.69,20.17,Active,2018-04-06,2019-06-11
703195,5546,Mortgage,487763.91,16.52,Defaulted,2021-08-04,2025-03-27
703196,2592,Mortgage,203447.88,15.13,Active,2015-07-15,2020-11-23
703197,5861,SME,735099.58,20.25,Closed,2017-06-28,2018-08-15
703198,5156,Mortgage,415829.61,25.3,Active,2016-03-19,2022-11-18
703199,4549,Personal,2057455.6,24.38,Closed,2019-08-01,2022-10-20
703200,6684,SME,958121.96,13.7,Active,2017-12-17,2023-04-20
703201,6525,Personal,235583.55,17.68,Active,2020-11-30,2023-03-01
703202,2747,Personal,94746.69,25.34,Active,2020-08-30,2027-03-25
703203,5922,Personal,155815.52,25.84,Active,2019-02-02,2020-10-19
703204,5006,Mortgage,234842.84,17.71,Active,2021-04-26,2023-10-09
703205,3678,SME,245821.89,16.02,Closed,2020-06-04,2023-04-13
703206,1421,Mortgage,503624.79,14.99,Active,2023-01-13,2028-02-02
703207,9894,SME,38760.77,23.29,Active,2022-03-07,2028-09-18
703208,310,SME,230758.29,21.94,Active,2019-02-18,2022-09-27
703209,8813,SME,175194.5,14.22,Active,2016-07-26,2022-03-31
703210,4126,Personal,1289410.66,22.85,Active,2015-05-25,2021-05-10
703211,1379,Mortgage,521222.69,20.3,Active,2020-09-11,2024-06-03
703212,8212,SME,284983.94,14.82,Active,2020-04-03,2025-09-21
703213,2176,Personal,919067.91,21.46,Active,2020-08-21,2026-07-22
703214,3905,Mortgage,2600307.65,13.12,Closed,2017-04-19,2022-01-19
703215,3449,SME,736251.97,19.27,Active,2018-08-05,2019-11-15
703216,7245,Personal,692359.73,20.9,Defaulted,2023-01-17,2026-04-19
703217,7613,Personal,1721366.84,12.57,Closed,2018-12-13,2022-11-06
703218,6273,Personal,704407.2,26.09,Closed,2020-08-25,2025-01-23
703219,6939,SME,694375.38,23.02,Active,2015-02-12,2020-02-07
703220,5519,Mortgage,421655.82,21.4,Active,2018-07-27,2023-09-08
703221,7262,SME,167684.38,20.51,Active,2019-08-28,2022-02-23
703222,1476,Personal,186089.17,18.51,Active,2022-07-09,2025-01-19
703223,4205,Personal,407443.47,17.22,Active,2022-02-18,2027-07-27
703224,4446,Personal,598808.18,21.62,Active,2020-10-31,2022-05-13
703225,2881,Personal,846929.64,19.5,Active,2016-04-05,2017-12-20
703226,9754,Personal,314443.19,26.27,Active,2015-01-07,2018-07-08
703227,6489,Mortgage,833766.45,28.0,Closed,2019-08-17,2021-06-11
703228,3929,Personal,304090.6,25.08,Active,2019-04-05,2024-12-14
703229,4002,Personal,513546.23,16.89,Closed,2018-09-01,2022-01-16
703230,3199,Personal,345426.48,21.9,Active,2017-07-26,2019-11-04
703231,8020,SME,507399.14,26.86,Active,2018-07-15,2024-09-08
703232,5339,SME,666305.55,15.73,Closed,2017-07-13,2019-06-29
703233,8198,SME,374612.61,15.99,Active,2015-06-08,2018-07-17
703234,4065,Personal,5922202.24,23.22,Active,2016-04-06,2023-02-06
703235,3288,SME,334685.16,21.46,Defaulted,2023-01-28,2024-08-20
703236,5581,Personal,311334.31,15.6,Active,2017-07-28,2019-08-17
703237,54,Mortgage,325132.69,21.46,Active,2016-11-11,2020-05-24
703238,2918,SME,479830.2,22.04,Defaulted,2019-06-12,2025-11-23
703239,5684,Personal,155273.9,23.62,Closed,2018-08-12,2024-07-17
703240,4509,Personal,472867.22,18.83,Active,2018-05-14,2020-06-23
703241,5500,SME,1787918.33,26.99,Closed,2018-05-12,2021-03-05
703242,5529,Personal,190140.74,22.15,Closed,2021-05-07,2023-12-06
703243,7026,Personal,328979.32,19.19,Closed,2017-01-03,2019-01-29
703244,5464,SME,153105.35,14.64,Active,2015-12-06,2022-10-02
703245,3829,Personal,105427.74,19.01,Closed,2020-12-12,2024-01-26
703246,7587,Personal,1035391.7,13.4,Defaulted,2018-03-22,2022-04-16
703247,73,Personal,680541.82,21.39,Active,2022-12-14,2029-07-10
703248,8694,Personal,479958.19,19.25,Active,2018-11-08,2021-07-31
703249,9055,Personal,1630891.27,17.86,Defaulted,2016-10-16,2018-04-19
703250,5096,Personal,109147.57,24.71,Active,2017-09-17,2021-05-23
703251,6283,Personal,1595231.34,22.04,Active,2016-03-20,2018-06-24
703252,4728,Personal,400504.86,20.2,Closed,2016-10-24,2018-02-03
703253,8275,Personal,126442.45,22.97,Active,2018-10-31,2024-12-23
703254,426,Mortgage,133185.01,23.87,Closed,2019-12-25,2021-11-25
703255,9215,SME,292850.25,16.81,Active,2018-08-07,2020-07-24
703256,3111,Personal,414147.33,14.17,Active,2019-12-07,2023-07-25
703257,4952,SME,178596.61,25.66,Active,2023-01-08,2027-05-09
703258,9464,Personal,993653.33,21.34,Closed,2020-11-04,2024-04-28
703259,5219,SME,1604132.71,19.16,Closed,2018-07-10,2019-12-11
703260,3211,Personal,565022.03,16.22,Active,2022-02-20,2025-07-27
703261,6386,Mortgage,588520.38,22.09,Active,2022-10-30,2028-09-21
703262,4686,Mortgage,58446.34,27.29,Active,2021-06-05,2028-01-06
703263,6129,SME,419100.74,13.7,Active,2019-04-30,2021-02-17
703264,4064,Mortgage,203834.53,15.58,Active,2018-02-16,2024-05-15
703265,158,Personal,545961.88,17.49,Active,2021-08-02,2024-03-19
703266,6340,SME,172375.59,15.79,Active,2022-04-06,2025-11-29
703267,4558,Personal,537793.15,16.34,Active,2015-09-06,2018-04-17
703268,5730,SME,187287.13,26.92,Active,2018-07-20,2020-11-13
703269,1479,Personal,633236.08,22.69,Active,2016-02-23,2019-02-03
703270,3392,SME,649358.98,12.91,Active,2022-07-08,2028-08-14
703271,4909,Personal,77878.25,22.63,Active,2019-07-28,2021-09-02
703272,2560,Mortgage,393558.17,16.18,Closed,2020-10-02,2022-01-07
703273,1218,Mortgage,420249.77,27.05,Closed,2016-10-07,2019-01-15
703274,7786,Personal,241747.4,15.25,Active,2016-09-14,2020-02-28
703275,2966,Personal,211643.49,13.44,Active,2019-03-24,2022-03-09
703276,2314,Personal,175724.74,25.56,Active,2016-01-19,2018-04-03
703277,9321,Personal,102608.27,15.79,Active,2017-08-18,2020-12-29
703278,4125,Personal,107383.37,27.48,Active,2021-07-04,2023-02-11
703279,2404,SME,1569818.8,15.4,Active,2022-09-15,2027-11-09
703280,8618,SME,333521.73,18.1,Closed,2019-07-18,2022-06-29
703281,6276,Personal,570065.46,24.96,Defaulted,2015-12-23,2017-10-01
703282,9672,Personal,412284.01,14.98,Active,2019-08-25,2022-09-04
703283,6150,Mortgage,421733.73,19.71,Active,2022-11-12,2025-01-13
703284,1719,SME,376780.72,21.99,Active,2020-10-07,2027-04-22
703285,6641,Mortgage,84152.85,26.43,Closed,2020-03-28,2026-04-10
703286,7909,Personal,429475.67,15.81,Active,2021-05-20,2027-04-25
703287,9390,Mortgage,227534.63,16.8,Active,2018-11-11,2021-08-16
703288,5748,Personal,391598.02,25.13,Closed,2019-05-28,2020-12-10
703289,1614,Personal,504389.05,22.34,Closed,2016-03-26,2018-05-06
703290,7958,Personal,257449.64,12.37,Active,2021-02-11,2026-02-12
703291,1653,Personal,1081079.54,18.52,Active,2019-06-21,2021-07-21
703292,272,Mortgage,364375.3,26.84,Closed,2022-02-25,2027-08-01
703293,8425,Personal,810797.32,23.08,Active,2017-04-06,2020-03-15
703294,6759,Mortgage,419960.68,22.58,Closed,2017-04-07,2021-11-14
703295,107,Personal,829882.42,18.09,Active,2018-06-26,2023-12-12
703296,5408,Personal,118609.55,20.98,Closed,2017-11-22,2022-03-27
703297,7277,SME,579382.42,20.59,Active,2015-07-05,2020-09-11
703298,9999,SME,4784790.25,26.18,Active,2015-09-07,2021-04-14
703299,1538,Personal,191221.37,26.73,Active,2022-07-19,2028-11-29
703300,4647,Personal,757022.48,21.46,Active,2021-08-01,2025-06-11
703301,7561,Mortgage,180187.24,12.15,Closed,2019-11-17,2024-05-21
703302,5093,SME,472016.94,20.65,Active,2017-02-05,2023-04-19
703303,7628,SME,724682.29,20.27,Active,2022-06-19,2026-01-14
703304,3772,Personal,1295194.01,20.52,Active,2021-08-29,2022-10-07
703305,961,Personal,743351.77,19.51,Active,2020-11-03,2024-08-07
703306,5885,SME,71934.15,14.99,Active,2017-06-23,2020-07-29
703307,5462,Mortgage,458181.42,23.67,Closed,2015-08-11,2016-11-16
703308,1385,Personal,969865.6,23.93,Active,2016-02-08,2019-09-20
703309,4204,Personal,106161.81,17.34,Active,2017-05-26,2020-07-01
703310,8668,Personal,1051167.92,19.49,Closed,2021-03-24,2023-10-11
703311,8463,SME,437601.14,24.8,Active,2016-07-15,2019-05-11
703312,4303,SME,203191.13,22.26,Active,2019-06-30,2026-03-15
703313,9717,Mortgage,768149.0,24.33,Active,2018-11-28,2024-02-07
703314,4258,Personal,533686.68,24.17,Active,2017-12-23,2023-08-18
703315,6860,Mortgage,810596.91,23.68,Active,2020-11-27,2022-10-28
703316,967,Personal,193820.83,27.84,Active,2019-07-20,2022-06-21
703317,2757,Mortgage,229206.68,14.56,Closed,2022-01-15,2023-12-20
703318,550,Personal,463412.12,24.55,Active,2016-06-06,2022-07-13
703319,5752,Personal,719171.02,12.34,Closed,2019-12-23,2025-10-07
703320,9944,Personal,561850.23,12.47,Active,2016-05-18,2019-03-03
703321,743,SME,1013345.86,14.51,Active,2020-09-26,2022-08-25
703322,794,Personal,523714.14,21.15,Active,2020-06-15,2023-03-17
703323,4241,Mortgage,253911.53,14.92,Closed,2021-07-17,2023-11-28
703324,2261,Personal,729661.73,21.89,Active,2022-09-26,2025-03-31
703325,1769,SME,773025.41,25.9,Active,2019-12-14,2025-11-20
703326,6534,Personal,338148.6,13.14,Active,2016-10-20,2022-06-29
703327,658,Personal,444151.26,27.36,Active,2021-09-06,2022-12-08
703328,7303,Personal,528878.88,12.94,Active,2015-10-31,2020-02-25
703329,2694,Mortgage,739634.64,20.08,Active,2020-06-18,2022-09-03
703330,2119,Personal,1278436.33,19.46,Closed,2022-10-26,2029-08-18
703331,5983,Personal,163403.43,18.76,Defaulted,2018-09-11,2025-06-28
703332,4732,SME,243340.54,14.22,Defaulted,2022-04-02,2025-11-25
703333,6754,Mortgage,1174992.06,13.53,Active,2020-06-29,2024-01-31
703334,78,Mortgage,795746.8,27.17,Active,2018-08-07,2020-07-06
703335,9341,Personal,692017.94,26.51,Active,2021-12-03,2026-10-25
703336,7385,Mortgage,600494.79,25.83,Defaulted,2017-10-29,2022-12-21
703337,1418,SME,360222.35,22.37,Closed,2015-06-06,2016-10-29
703338,2726,Mortgage,726145.79,21.46,Active,2017-06-29,2022-02-21
703339,7042,SME,202472.8,13.75,Closed,2021-08-15,2027-06-09
703340,4722,SME,1099423.13,26.23,Active,2018-02-23,2019-03-15
703341,1503,Personal,715939.98,18.48,Active,2015-01-17,2020-07-12
703342,8122,Personal,1251765.35,25.37,Active,2016-09-27,2020-03-27
703343,8565,Mortgage,1065078.21,22.91,Active,2022-07-02,2024-08-04
703344,249,Mortgage,360140.31,17.05,Active,2022-03-12,2024-04-11
703345,5262,Personal,246539.69,23.32,Active,2017-07-27,2023-10-20
703346,7741,Mortgage,336535.55,19.64,Closed,2018-06-04,2020-06-02
703347,7250,SME,304581.57,17.27,Active,2017-11-05,2021-06-18
703348,3662,Personal,259913.7,21.94,Active,2015-04-17,2017-05-22
703349,5276,Personal,260886.63,26.27,Active,2017-03-11,2023-06-28
703350,586,Personal,378112.43,25.19,Closed,2016-04-10,2020-11-15
703351,1472,Personal,279650.48,14.32,Active,2015-02-05,2018-08-24
703352,2561,SME,514948.52,12.36,Active,2021-12-04,2024-06-29
703353,3330,Mortgage,159993.33,22.95,Active,2016-07-28,2020-01-05
703354,5302,Personal,508338.44,14.46,Closed,2015-07-26,2020-04-07
703355,9885,SME,533136.32,25.91,Active,2021-05-26,2024-10-20
703356,5865,SME,1344392.99,22.99,Active,2021-06-14,2024-11-19
703357,4460,Personal,282169.84,19.02,Active,2021-07-25,2026-05-26
703358,6792,SME,267905.26,22.15,Active,2022-10-06,2025-09-01
703359,7928,SME,90233.84,22.54,Closed,2020-03-24,2022-02-01
703360,352,Personal,781101.03,22.79,Active,2018-05-18,2021-02-08
703361,247,Personal,7114472.84,18.69,Active,2021-06-21,2023-03-26
703362,8927,Mortgage,1926538.3,12.4,Defaulted,2016-11-09,2018-01-28
703363,3059,SME,450818.99,20.26,Active,2015-04-02,2016-11-23
703364,6483,SME,175414.73,12.17,Active,2018-06-29,2021-01-26
703365,8592,Personal,1341892.63,26.33,Active,2022-11-08,2027-07-12
703366,3445,Personal,330833.55,15.74,Defaulted,2018-08-22,2019-10-27
703367,3703,SME,184058.48,17.0,Active,2016-03-21,2019-07-28
703368,8725,Personal,742304.97,21.33,Active,2016-07-11,2021-06-14
703369,1240,Mortgage,632287.39,17.89,Active,2015-11-17,2019-09-12
703370,3217,Personal,37088.84,27.46,Active,2020-07-03,2023-09-26
703371,5365,SME,195761.4,21.81,Closed,2023-03-07,2026-08-03
703372,100,Mortgage,159375.82,22.16,Closed,2017-06-01,2022-10-14
703373,8967,Mortgage,97721.37,14.69,Active,2021-01-03,2023-10-27
703374,114,SME,587809.69,14.85,Closed,2023-01-26,2029-10-07
703375,3943,Personal,66273.79,22.06,Defaulted,2022-04-29,2027-02-21
703376,747,Mortgage,60304.26,12.73,Closed,2017-11-05,2023-07-27
703377,1910,Personal,176468.29,20.78,Closed,2019-08-26,2021-10-18
703378,9298,SME,902306.29,18.82,Active,2017-02-16,2023-06-09
703379,5463,SME,518343.65,20.15,Active,2022-12-17,2024-12-30
703380,4667,Mortgage,365248.5,13.51,Closed,2020-01-15,2026-10-14
703381,6935,Personal,573023.99,18.96,Active,2020-02-27,2026-12-20
703382,874,Mortgage,463687.01,23.71,Defaulted,2017-08-09,2018-10-19
703383,6384,Personal,290424.76,17.25,Active,2016-01-24,2019-01-22
703384,4787,SME,259875.49,23.1,Active,2017-08-16,2020-12-29
703385,1660,SME,424750.47,22.19,Active,2022-08-22,2026-01-19
703386,7038,SME,294095.66,22.03,Active,2021-01-10,2026-05-15
703387,5108,SME,689457.91,24.95,Active,2017-07-26,2021-03-08
703388,8290,SME,1244535.11,12.98,Active,2015-09-21,2021-06-12
703389,818,SME,110768.8,18.32,Active,2017-07-30,2022-12-07
703390,1704,Personal,199122.8,26.0,Closed,2020-09-24,2022-03-13
703391,2329,Personal,146667.57,22.51,Active,2023-01-12,2026-03-18
703392,4511,Personal,207315.27,12.76,Active,2021-01-18,2023-12-09
703393,6435,Personal,174962.71,27.56,Active,2022-10-24,2026-09-19
703394,3258,Personal,283084.35,17.48,Active,2017-12-29,2023-05-16
703395,4011,Mortgage,255632.83,20.39,Closed,2015-09-22,2020-06-26
703396,5237,Personal,1602838.91,18.86,Active,2015-06-22,2016-08-28
703397,473,SME,2065741.99,24.7,Active,2019-11-05,2022-11-05
703398,2467,SME,481226.77,26.0,Defaulted,2018-08-19,2020-10-18
703399,1151,SME,976526.22,15.64,Active,2019-07-30,2025-01-20
703400,7439,Personal,860185.21,19.44,Active,2018-11-14,2023-03-15
703401,8770,SME,900387.02,27.63,Active,2017-05-28,2021-04-23
703402,2079,Personal,394158.59,25.2,Closed,2019-09-23,2023-04-12
703403,1872,Personal,159499.23,25.57,Closed,2016-08-26,2022-12-23
703404,481,Mortgage,684597.5,24.37,Active,2021-01-29,2024-01-31
703405,3150,SME,1209094.41,25.48,Active,2017-01-12,2018-12-21
703406,3310,SME,258923.74,22.43,Active,2022-03-26,2026-02-18
703407,4607,Personal,206257.69,21.56,Active,2022-04-16,2023-08-10
703408,9374,SME,354804.36,27.79,Active,2018-04-03,2023-04-05
703409,8706,Personal,1338428.79,21.57,Active,2020-03-22,2026-12-03
703410,3771,SME,88528.76,17.12,Active,2022-05-03,2023-11-30
703411,6403,SME,1020860.46,16.92,Active,2019-08-01,2025-11-20
703412,8417,Personal,1133355.17,14.39,Active,2016-12-17,2020-07-14
703413,7448,SME,2383834.57,23.41,Defaulted,2019-01-30,2024-02-20
703414,3491,Mortgage,822518.4,21.09,Closed,2017-10-26,2022-02-06
703415,5793,Personal,530707.54,15.39,Closed,2023-01-25,2029-11-28
703416,7100,Personal,95754.11,27.37,Active,2018-01-16,2019-01-28
703417,5649,Personal,137947.65,25.73,Active,2021-04-02,2026-01-24
703418,1931,Personal,1064357.56,26.13,Active,2015-12-30,2021-05-10
703419,7516,Personal,775642.36,20.01,Closed,2020-05-03,2024-08-12
703420,1911,Mortgage,538530.46,19.1,Active,2021-02-23,2023-03-22
703421,9965,Personal,353776.82,14.0,Active,2017-05-23,2021-07-12
703422,8037,SME,305774.6,14.66,Active,2017-12-11,2023-07-23
703423,3597,Personal,356239.81,23.11,Closed,2021-08-27,2025-07-10
703424,3661,Personal,259572.33,13.12,Active,2015-10-18,2020-02-27
703425,7637,SME,2961672.67,25.8,Active,2020-07-18,2022-04-22
703426,7924,SME,439319.62,26.74,Active,2020-08-17,2022-12-18
703427,7773,Personal,904843.49,16.15,Closed,2021-01-07,2022-03-27
703428,3350,SME,130603.14,22.46,Active,2017-02-20,2019-09-25
703429,38,Personal,232955.09,25.3,Active,2020-09-08,2024-06-23
703430,7179,Mortgage,358955.87,24.58,Defaulted,2021-08-24,2024-11-15
703431,2200,SME,307350.63,17.99,Closed,2020-04-09,2026-05-03
703432,2662,SME,1343969.27,13.73,Closed,2015-11-12,2017-09-22
703433,7413,SME,2343828.36,26.88,Active,2021-09-04,2024-06-21
703434,9560,SME,844362.32,19.98,Active,2017-10-09,2019-10-18
703435,3442,Personal,116424.56,26.1,Active,2017-03-18,2020-10-06
703436,398,SME,86483.67,18.18,Active,2020-06-30,2026-09-20
703437,23,Personal,835237.36,17.15,Active,2022-01-10,2026-01-23
703438,836,Personal,296544.17,12.39,Defaulted,2019-01-19,2023-10-16
703439,6697,SME,221989.79,17.74,Defaulted,2021-01-18,2022-04-12
703440,2301,Personal,144780.74,19.42,Closed,2020-04-27,2022-02-14
703441,4699,Personal,5386485.21,22.85,Closed,2018-11-09,2023-04-21
703442,656,Personal,272076.3,13.85,Active,2019-08-05,2023-11-07
703443,2725,SME,309059.55,21.97,Active,2018-07-05,2023-08-04
703444,5778,Mortgage,217747.95,25.07,Active,2019-01-26,2025-10-23
703445,6670,SME,736628.06,19.36,Active,2023-03-01,2026-09-05
703446,3734,Personal,178841.35,14.38,Active,2017-08-25,2020-09-14
